Rk,Team,Date,xG,h_a,Opp,Comp,Round,TieRslt,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
92,es Real Madrid,2023-11-29,2.8,,it Napoli,Champions League,Group,,W 4-2,4,2,+2,53,4,0,0,0,2.8,2.8,+1.5,+1.5,2.6,2.1,+1.2,+1.2,+1.4,0.15,20,0.20,0.44,9,45.0,13.6,0,Match Report
93,at RB Salzburg,2023-11-29,0.6,@,es Real Sociedad,Champions League,Group,,D 0-0,0,0,0,29,0,0,0,0,0.6,0.6,-0.7,-0.7,0.5,0.1,-0.6,-0.6,-0.5,0.14,4,0.00,0.00,1,25.0,15.8,0,Match Report
94,eng Arsenal,2023-11-29,2.6,,fr Lens,Champions League,Group,,W 6-0,6,0,+6,48,5,1,1,0,2.6,1.8,+2.2,+1.4,1.3,1.3,+3.4,+3.2,+2.7,0.14,13,0.38,0.71,7,53.8,14.8,0,Match Report
95,nl PSV Eindhoven,2023-11-29,2.2,@,es Sevilla,Champions League,Group,,W 3-2,3,2,+1,60,2,0,0,0,2.2,2.2,+0.4,+0.4,1.4,1.3,-0.2,-0.2,+0.6,0.14,16,0.13,0.29,7,43.8,17.6,1,Match Report
96,it Inter,2023-11-29,3.0,@,pt Benfica,Champions League,Group,,D 3-3,3,3,0,59,2,1,1,0,3.0,2.2,+1.3,+0.5,1.4,0.9,0.0,-0.2,-0.4,0.17,13,0.15,0.29,7,53.8,18.8,1,Match Report
97,es Real Sociedad,2023-11-29,1.3,,at RB Salzburg,Champions League,Group,,D 0-0,0,0,0,71,0,0,0,0,1.3,1.3,+0.7,+0.7,0.8,0.7,-1.3,-1.3,-0.8,0.06,21,0.00,0.00,7,33.3,18.6,1,Match Report
98,fr Lens,2023-11-29,0.4,@,eng Arsenal,Champions League,Group,,L 0-6,0,6,-6,52,0,0,0,0,0.4,0.4,-2.2,-1.4,0.3,0.5,-0.4,-0.4,-0.3,0.06,6,0.00,0.00,3,50.0,18.6,0,Match Report
99,pt Braga,2023-11-29,1.8,,de Union Berlin,Champions League,Group,,D 1-1,1,1,0,53,1,0,0,0,1.8,1.8,+1.1,+1.1,1.3,2.0,-0.8,-0.8,-0.3,0.12,18,0.06,1.00,1,5.6,14.2,0,Match Report
100,de Bayern Munich,2023-11-29,0.7,,dk FC Copenhagen,Champions League,Group,,D 0-0,0,0,0,62,0,0,0,0,0.7,0.7,-0.1,-0.1,0.6,1.8,-0.7,-0.7,-0.6,0.08,9,0.00,0.00,2,22.2,16.7,1,Match Report
101,dk FC Copenhagen,2023-11-29,0.7,@,de Bayern Munich,Champions League,Group,,D 0-0,0,0,0,38,0,0,0,0,0.7,0.7,+0.1,+0.1,0.4,0.7,-0.7,-0.7,-0.4,0.10,8,0.00,0.00,3,37.5,16.8,0,Match Report
102,de Union Berlin,2023-11-29,0.8,@,pt Braga,Champions League,Group,,D 1-1,1,1,0,47,1,0,0,0,0.8,0.8,-1.1,-1.1,0.7,0.5,+0.2,+0.2,+0.3,0.13,6,0.17,0.50,2,33.3,12.8,0,Match Report
103,pt Benfica,2023-11-29,1.6,,it Inter,Champions League,Group,,D 3-3,3,3,0,41,3,0,0,0,1.6,1.6,-1.3,-0.5,0.5,1.1,+1.4,+1.4,+0.5,0.15,11,0.27,0.60,5,45.5,15.2,0,Match Report
104,eng Manchester Utd,2023-11-29,1.6,@,tr Galatasaray,Champions League,Group,,D 3-3,3,3,0,43,3,0,0,0,1.6,1.6,+0.2,+0.2,1.2,1.1,+1.4,+1.4,+1.8,0.10,17,0.18,0.75,4,23.5,17.3,0,Match Report
105,es Sevilla,2023-11-29,1.8,,nl PSV Eindhoven,Champions League,Group,,L 2-3,2,3,-1,40,2,0,0,0,1.8,1.8,-0.4,-0.4,1.7,1.3,+0.2,+0.2,+0.3,0.16,11,0.18,0.50,4,36.4,15.6,0,Match Report
106,it Napoli,2023-11-29,1.4,@,es Real Madrid,Champions League,Group,,L 2-4,2,4,-2,47,2,0,0,0,1.4,1.4,-1.5,-1.5,1.4,2.0,+0.6,+0.6,-0.4,0.13,11,0.18,0.67,3,27.3,14.9,0,Match Report
107,it Milan,2023-11-28,2.1,,de Dortmund,Champions League,Group,,L 1-3,1,3,-2,54,1,0,1,1,2.1,1.4,+0.3,+0.4,1.2,0.9,-1.1,-0.4,-0.2,0.09,16,0.06,0.33,3,18.8,15.9,1,Match Report
108,be Antwerp,2023-11-28,1.1,@,ua Shakhtar,Champions League,Group,,L 0-1,0,1,-1,57,0,0,0,0,1.1,1.1,-0.2,-0.2,0.7,0.9,-1.1,-1.1,-0.7,0.08,14,0.00,0.00,6,42.9,15.4,0,Match Report
109,nl Feyenoord,2023-11-28,1.1,,es Atlético Madrid,Champions League,Group,,L 1-3,1,3,-2,51,1,0,0,0,1.1,1.1,-0.2,-0.2,1.1,1.5,-0.1,-0.1,-0.1,0.09,12,0.08,0.25,4,33.3,13.3,0,Match Report
110,es Barcelona,2023-11-28,1.8,,pt Porto,Champions League,Group,,W 2-1,2,1,+1,54,2,0,0,0,1.8,1.8,+0.7,+0.7,1.4,1.0,+0.2,+0.2,+0.6,0.09,21,0.10,0.29,7,33.3,16.3,0,Match Report
111,sct Celtic,2023-11-28,0.4,@,it Lazio,Champions League,Group,,L 0-2,0,2,-2,54,0,0,0,0,0.4,0.4,-2.0,-2.0,0.4,0.7,-0.4,-0.4,-0.4,0.05,7,0.00,0.00,4,57.1,17.7,0,Match Report
112,eng Manchester City,2023-11-28,1.8,,de RB Leipzig,Champions League,Group,,W 3-2,3,2,+1,70,3,0,0,0,1.8,1.8,+1.2,+1.2,1.4,2.1,+1.2,+1.2,+1.6,0.13,14,0.21,0.50,6,42.9,14.4,0,Match Report
113,ch Young Boys,2023-11-28,1.3,,rs Red Star,Champions League,Group,,W 2-0,2,0,+2,47,1,0,0,0,1.3,1.3,-0.5,-0.5,0.9,0.9,-0.3,-0.3,+0.1,0.06,22,0.05,0.17,6,27.3,19.6,1,Match Report
114,fr Paris S-G,2023-11-28,4.4,,eng Newcastle Utd,Champions League,Group,,D 1-1,1,1,0,72,0,1,1,0,4.4,3.6,+3.1,+2.3,3.3,3.8,-3.4,-3.6,-3.3,0.13,30,0.00,0.00,6,20.0,17.9,0,Match Report
115,pt Porto,2023-11-28,1.1,@,es Barcelona,Champions League,Group,,L 1-2,1,2,-1,46,1,0,0,0,1.1,1.1,-0.7,-0.7,0.8,1.3,-0.1,-0.1,+0.2,0.09,13,0.08,0.20,5,38.5,15.1,0,Match Report
116,es Atlético Madrid,2023-11-28,1.3,@,nl Feyenoord,Champions League,Group,,W 3-1,3,1,+2,49,1,0,0,0,1.3,1.3,+0.2,+0.2,1.2,0.8,-0.3,-0.3,-0.2,0.14,9,0.11,0.33,3,33.3,14.7,0,Match Report
117,rs Red Star,2023-11-28,1.8,@,ch Young Boys,Champions League,Group,,L 0-2,0,2,-2,53,0,0,0,0,1.8,1.8,+0.5,+0.5,1.7,1.5,-1.8,-1.8,-1.7,0.10,18,0.00,0.00,3,16.7,17.6,0,Match Report
118,ua Shakhtar,2023-11-28,1.3,,be Antwerp,Champions League,Group,,W 1-0,1,0,+1,43,1,0,0,0,1.3,1.3,+0.2,+0.2,0.8,0.6,-0.3,-0.3,+0.2,0.09,15,0.07,0.20,5,33.3,17.7,0,Match Report
119,de RB Leipzig,2023-11-28,0.5,@,eng Manchester City,Champions League,Group,,L 2-3,2,3,-1,30,2,0,0,0,0.5,0.5,-1.2,-1.2,0.5,0.1,+1.5,+1.5,+1.5,0.11,5,0.40,0.67,3,60.0,21.2,0,Match Report
120,it Lazio,2023-11-28,2.3,,sct Celtic,Champions League,Group,,W 2-0,2,0,+2,46,2,0,0,0,2.3,2.3,+2.0,+2.0,1.9,1.2,-0.3,-0.3,-0.9,0.11,22,0.09,0.40,5,22.7,18.8,0,Match Report
121,eng Newcastle Utd,2023-11-28,1.3,@,fr Paris S-G,Champions League,Group,,D 1-1,1,1,0,28,1,0,0,0,1.3,1.3,-3.1,-2.3,0.6,0.6,-0.3,-0.3,+0.4,0.26,5,0.20,0.50,2,40.0,17.6,1,Match Report
122,de Dortmund,2023-11-28,1.8,@,it Milan,Champions League,Group,,W 3-1,3,1,+2,46,2,1,1,0,1.8,1.0,-0.3,-0.4,0.9,0.6,+1.2,+1.0,+1.1,0.09,11,0.18,0.67,3,27.3,18.7,0,Match Report
123,eng Manchester Utd,2023-11-08,3.0,@,dk FC Copenhagen,Champions League,Group,,L 3-4,3,4,-1,48,2,1,1,0,3.0,2.2,+0.8,+0.8,1.4,1.2,0.0,-0.2,-0.4,0.30,8,0.25,0.29,7,87.5,14.5,0,Match Report
124,es Real Sociedad,2023-11-08,3.3,,pt Benfica,Champions League,Group,,W 3-1,3,1,+2,52,3,0,1,1,3.3,2.5,+2.5,+1.7,1.8,0.8,-0.3,+0.5,+0.2,0.16,16,0.19,0.50,6,37.5,14.2,0,Match Report
125,at RB Salzburg,2023-11-08,0.8,,it Inter,Champions League,Group,,L 0-1,0,1,-1,50,0,0,0,0,0.8,0.8,-1.2,-0.5,0.6,0.6,-0.8,-0.8,-0.6,0.06,14,0.00,0.00,4,28.6,20.1,1,Match Report
126,nl PSV Eindhoven,2023-11-08,0.8,,fr Lens,Champions League,Group,,W 1-0,1,0,+1,46,1,0,0,0,0.8,0.8,-0.3,-0.3,0.8,0.7,+0.2,+0.2,+0.2,0.06,14,0.07,0.14,7,50.0,19.7,0,Match Report
127,it Napoli,2023-11-08,1.7,,de Union Berlin,Champions League,Group,,D 1-1,1,1,0,73,1,0,0,0,1.7,1.7,+0.6,+0.6,1.3,2.1,-0.7,-0.7,-1.3,0.06,27,0.04,0.20,5,18.5,15.3,1,Match Report
128,it Inter,2023-11-08,2.0,@,at RB Salzburg,Champions League,Group,,W 1-0,1,0,+1,50,0,1,1,0,2.0,1.3,+1.2,+0.5,1.2,1.6,-1.0,-1.3,-1.2,0.08,16,0.00,0.00,5,31.3,19.7,1,Match Report
129,es Real Madrid,2023-11-08,3.2,,pt Braga,Champions League,Group,,W 3-0,3,0,+3,48,3,0,0,0,3.2,3.2,+1.8,+2.6,3.1,2.2,-0.2,-0.2,-0.1,0.18,18,0.17,0.43,7,38.9,14.7,0,Match Report
130,eng Arsenal,2023-11-08,1.5,,es Sevilla,Champions League,Group,,W 2-0,2,0,+2,62,2,0,0,0,1.5,1.5,+1.4,+1.4,1.4,1.1,+0.5,+0.5,+0.6,0.14,11,0.18,0.67,3,27.3,16.3,1,Match Report
131,pt Benfica,2023-11-08,0.8,@,es Real Sociedad,Champions League,Group,,L 1-3,1,3,-2,48,1,0,0,0,0.8,0.8,-2.5,-1.7,0.8,0.7,+0.2,+0.2,+0.2,0.08,11,0.09,0.25,4,36.4,18.1,0,Match Report
132,tr Galatasaray,2023-11-08,0.7,@,de Bayern Munich,Champions League,Group,,L 1-2,1,2,-1,39,1,0,0,0,0.7,0.7,-1.8,-1.8,0.5,0.9,+0.3,+0.3,+0.5,0.11,6,0.17,0.50,2,33.3,16.9,0,Match Report
133,fr Lens,2023-11-08,1.1,@,nl PSV Eindhoven,Champions League,Group,,L 0-1,0,1,-1,54,0,0,0,0,1.1,1.1,+0.3,+0.3,0.6,0.6,-1.1,-1.1,-0.6,0.08,15,0.00,0.00,3,20.0,18.1,1,Match Report
134,de Union Berlin,2023-11-08,1.1,@,it Napoli,Champions League,Group,,D 1-1,1,1,0,27,1,0,0,0,1.1,1.1,-0.6,-0.6,0.7,0.5,-0.1,-0.1,-0.7,0.08,15,0.07,0.17,6,40.0,19.9,1,Match Report
135,es Sevilla,2023-11-08,0.0,@,eng Arsenal,Champions League,Group,,L 0-2,0,2,-2,38,0,0,0,0,0.0,0.0,-1.4,-1.4,0.0,0.1,0.0,0.0,0.0,0.04,1,0.00,0.00,1,100.0,22.0,0,Match Report
136,pt Braga,2023-11-08,1.4,@,es Real Madrid,Champions League,Group,,L 0-3,0,3,-3,52,0,0,1,1,1.4,0.6,-1.8,-2.6,0.6,1.2,-1.4,-0.6,-0.6,0.08,8,0.00,0.00,3,37.5,23.5,0,Match Report
137,de Bayern Munich,2023-11-08,2.5,,tr Galatasaray,Champions League,Group,,W 2-1,2,1,+1,61,2,0,0,0,2.5,2.5,+1.8,+1.8,2.5,2.1,-0.5,-0.5,-0.5,0.16,16,0.13,0.50,4,25.0,13.6,0,Match Report
138,dk FC Copenhagen,2023-11-08,2.2,,eng Manchester Utd,Champions League,Group,,W 4-3,4,3,+1,52,3,1,1,0,2.2,1.4,-0.8,-0.8,1.1,1.6,+1.8,+1.6,+0.9,0.10,15,0.20,0.43,7,46.7,20.8,0,Match Report
139,pt Porto,2023-11-07,2.2,,be Antwerp,Champions League,Group,,W 2-0,2,0,+2,67,1,1,1,0,2.2,1.5,+1.6,+0.9,1.4,2.0,-0.2,-0.5,-0.4,0.10,15,0.07,0.20,5,33.3,16.4,0,Match Report
140,eng Newcastle Utd,2023-11-07,0.6,@,de Dortmund,Champions League,Group,,L 0-2,0,2,-2,54,0,0,0,0,0.6,0.6,-0.8,-0.8,0.4,0.8,-0.6,-0.6,-0.4,0.06,10,0.00,0.00,5,50.0,20.6,1,Match Report
141,nl Feyenoord,2023-11-07,1.4,@,it Lazio,Champions League,Group,,L 0-1,0,1,-1,64,0,0,0,0,1.4,1.4,+0.3,+0.3,1.2,1.2,-1.4,-1.4,-1.2,0.12,12,0.00,0.00,3,25.0,14.6,1,Match Report
142,it Milan,2023-11-07,1.4,,fr Paris S-G,Champions League,Group,,W 2-1,2,1,+1,31,2,0,0,0,1.4,1.4,-0.1,-0.1,1.0,0.9,+0.6,+0.6,+1.0,0.09,16,0.13,0.25,8,50.0,17.1,2,Match Report
143,eng Manchester City,2023-11-07,3.4,,ch Young Boys,Champions League,Group,,W 3-0,3,0,+3,71,2,1,1,0,3.4,2.6,+3.4,+2.6,2.0,2.9,-0.4,-0.6,0.0,0.11,26,0.08,0.25,8,30.8,16.1,1,Match Report
144,de RB Leipzig,2023-11-07,2.3,@,rs Red Star,Champions League,Group,,W 2-1,2,1,+1,50,2,0,0,0,2.3,2.3,+0.8,+0.8,2.3,0.9,-0.3,-0.3,-0.3,0.10,24,0.08,0.50,4,16.7,20.4,0,Match Report
145,es Atlético Madrid,2023-11-07,2.9,,sct Celtic,Champions League,Group,,W 6-0,6,0,+6,65,6,0,0,0,2.9,2.9,+2.9,+2.9,2.6,2.3,+3.1,+3.1,+1.4,0.11,27,0.22,0.50,12,44.4,14.9,0,Match Report
146,sct Celtic,2023-11-07,0.0,@,es Atlético Madrid,Champions League,Group,,L 0-6,0,6,-6,35,0,0,0,0,0.0,0.0,-2.9,-2.9,0.0,0.1,0.0,0.0,0.0,0.02,1,0.00,0.00,1,100.0,28.2,0,Match Report
147,it Lazio,2023-11-07,1.1,,nl Feyenoord,Champions League,Group,,W 1-0,1,0,+1,36,1,0,0,0,1.1,1.1,-0.3,-0.3,1.0,0.9,-0.1,-0.1,0.0,0.12,9,0.11,1.00,1,11.1,16.8,1,Match Report
148,es Barcelona,2023-11-07,0.9,@,ua Shakhtar,Champions League,Group,,L 0-1,0,1,-1,67,0,0,0,0,0.9,0.9,0.0,0.0,0.9,1.7,-0.9,-0.9,-0.9,0.07,13,0.00,0.00,1,7.7,18.2,0,Match Report
149,be Antwerp,2023-11-07,0.6,@,pt Porto,Champions League,Group,,L 0-2,0,2,-2,33,0,0,0,0,0.6,0.6,-1.6,-0.9,0.6,0.2,-0.6,-0.6,-0.6,0.15,4,0.00,0.00,1,25.0,14.9,0,Match Report
150,ua Shakhtar,2023-11-07,0.9,,es Barcelona,Champions League,Group,,W 1-0,1,0,+1,33,1,0,0,0,0.9,0.9,0.0,0.0,0.8,0.6,+0.1,+0.1,+0.2,0.10,9,0.11,0.25,4,44.4,16.6,0,Match Report
151,fr Paris S-G,2023-11-07,1.5,@,it Milan,Champions League,Group,,L 1-2,1,2,-1,69,1,0,0,0,1.5,1.5,+0.1,+0.1,1.4,1.1,-0.5,-0.5,-0.4,0.09,17,0.06,0.17,6,35.3,17.0,0,Match Report
152,ch Young Boys,2023-11-07,0.0,@,eng Manchester City,Champions League,Group,,L 0-3,0,3,-3,29,0,0,0,0,0.0,0.0,-3.4,-2.6,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,Match Report
153,rs Red Star,2023-11-07,1.5,,de RB Leipzig,Champions League,Group,,L 1-2,1,2,-1,50,0,0,0,0,1.5,1.5,-0.8,-0.8,0.5,0.9,-1.5,-1.5,-0.5,0.10,15,0.00,0.00,3,20.0,18.1,0,Match Report
154,de Dortmund,2023-11-07,1.4,,eng Newcastle Utd,Champions League,Group,,W 2-0,2,0,+2,46,2,0,0,0,1.4,1.4,+0.8,+0.8,1.3,1.3,+0.6,+0.6,+0.7,0.08,17,0.12,0.25,8,47.1,19.6,0,Match Report
155,nl Feyenoord,2023-10-25,2.1,,it Lazio,Champions League,Group,,W 3-1,3,1,+2,46,3,0,0,0,2.1,2.1,-0.2,+0.6,1.0,1.1,+0.9,+0.9,+2.0,0.15,15,0.20,0.60,5,33.3,17.4,1,Match Report
156,rs Red Star,2023-10-25,1.0,@,de RB Leipzig,Champions League,Group,,L 1-3,1,3,-2,35,1,0,0,0,1.0,1.0,-2.1,-2.1,0.3,0.8,0.0,0.0,-0.3,0.06,16,0.06,0.25,4,25.0,19.9,0,Match Report
157,de Dortmund,2023-10-25,1.8,@,eng Newcastle Utd,Champions League,Group,,W 1-0,1,0,+1,41,1,0,0,0,1.8,1.8,+0.7,+0.7,1.2,0.8,-0.8,-0.8,-0.2,0.16,13,0.08,0.20,5,38.5,17.4,0,Match Report
158,eng Newcastle Utd,2023-10-25,1.1,,de Dortmund,Champions League,Group,,L 0-1,0,1,-1,59,0,0,0,0,1.1,1.1,-0.7,-0.7,0.9,1.2,-1.1,-1.1,-0.9,0.09,12,0.00,0.00,3,25.0,16.8,0,Match Report
159,es Barcelona,2023-10-25,2.6,,ua Shakhtar,Champions League,Group,,W 2-1,2,1,+1,54,2,0,0,0,2.6,2.6,+1.6,+1.6,2.2,1.5,-0.6,-0.6,-0.2,0.14,19,0.11,0.33,6,31.6,17.3,3,Match Report
160,it Milan,2023-10-25,0.6,@,fr Paris S-G,Champions League,Group,,L 0-3,0,3,-3,39,0,0,0,0,0.6,0.6,-0.8,-0.8,0.5,0.7,-0.6,-0.6,-0.5,0.05,11,0.00,0.00,4,36.4,18.7,1,Match Report
161,sct Celtic,2023-10-25,0.9,,es Atlético Madrid,Champions League,Group,,D 2-2,2,2,0,53,2,0,0,0,0.9,0.9,-1.2,-0.3,0.9,0.9,+1.1,+1.1,+1.1,0.15,6,0.33,0.67,3,50.0,13.1,0,Match Report
162,pt Porto,2023-10-25,1.3,@,be Antwerp,Champions League,Group,,W 4-1,4,1,+3,45,4,0,0,0,1.3,1.3,+0.6,+0.6,1.2,0.9,+2.7,+2.7,+2.8,0.12,11,0.36,0.57,7,63.6,13.3,0,Match Report
163,ch Young Boys,2023-10-25,0.4,,eng Manchester City,Champions League,Group,,L 1-3,1,3,-2,32,1,0,0,0,0.4,0.4,-3.8,-3.0,0.4,0.5,+0.6,+0.6,+0.6,0.04,10,0.10,0.25,4,40.0,23.1,0,Match Report
164,ua Shakhtar,2023-10-25,0.9,@,es Barcelona,Champions League,Group,,L 1-2,1,2,-1,46,1,0,0,0,0.9,0.9,-1.6,-1.6,0.8,0.5,+0.1,+0.1,+0.2,0.08,11,0.09,1.00,1,9.1,22.1,0,Match Report
165,de RB Leipzig,2023-10-25,3.1,,rs Red Star,Champions League,Group,,W 3-1,3,1,+2,65,3,0,0,0,3.1,3.1,+2.1,+2.1,1.8,1.8,-0.1,-0.1,+0.2,0.13,27,0.11,0.30,10,37.0,16.5,2,Match Report
166,be Antwerp,2023-10-25,0.7,,pt Porto,Champions League,Group,,L 1-4,1,4,-3,55,1,0,0,0,0.7,0.7,-0.6,-0.6,0.3,0.4,+0.3,+0.3,-0.3,0.06,11,0.09,0.50,2,18.2,16.5,0,Match Report
167,fr Paris S-G,2023-10-25,1.3,,it Milan,Champions League,Group,,W 3-0,3,0,+3,61,3,0,0,0,1.3,1.3,+0.8,+0.8,0.9,0.4,+1.7,+1.7,+1.1,0.10,13,0.23,0.43,7,53.8,19.2,0,Match Report
168,eng Manchester City,2023-10-25,4.2,@,ch Young Boys,Champions League,Group,,W 3-1,3,1,+2,68,2,1,1,0,4.2,3.5,+3.8,+3.0,2.3,2.2,-1.2,-1.5,-1.3,0.14,25,0.08,0.17,12,48.0,15.4,0,Match Report
169,it Lazio,2023-10-25,2.3,@,nl Feyenoord,Champions League,Group,,L 1-3,1,3,-2,54,0,1,1,0,2.3,1.5,+0.2,-0.6,0.6,0.8,-1.3,-1.5,-0.6,0.22,7,0.00,0.00,3,42.9,14.4,0,Match Report
170,es Atlético Madrid,2023-10-25,2.1,@,sct Celtic,Champions League,Group,,D 2-2,2,2,0,47,2,0,1,1,2.1,1.1,+1.2,+0.3,1.1,1.5,-0.1,+0.9,-0.1,0.08,14,0.14,0.40,5,35.7,18.5,0,Match Report
171,nl PSV Eindhoven,2023-10-24,0.5,@,fr Lens,Champions League,Group,,D 1-1,1,1,0,54,1,0,0,0,0.5,0.5,-0.7,-0.7,0.3,1.0,+0.5,+0.5,+0.7,0.05,10,0.10,0.50,2,20.0,17.4,1,Match Report
172,de Union Berlin,2023-10-24,0.4,,it Napoli,Champions League,Group,,L 0-1,0,1,-1,41,0,0,0,0,0.4,0.4,+0.2,+0.2,0.4,0.5,-0.4,-0.4,-0.4,0.04,11,0.00,0.00,2,18.2,19.8,0,Match Report
173,pt Benfica,2023-10-24,0.5,,es Real Sociedad,Champions League,Group,,L 0-1,0,1,-1,38,0,0,0,0,0.5,0.5,-0.5,-0.5,0.3,0.3,-0.5,-0.5,-0.3,0.05,10,0.00,0.00,3,30.0,20.5,0,Match Report
174,fr Lens,2023-10-24,1.2,,nl PSV Eindhoven,Champions League,Group,,D 1-1,1,1,0,46,1,0,0,0,1.2,1.2,+0.7,+0.7,1.0,0.8,-0.2,-0.2,0.0,0.08,14,0.07,0.50,2,14.3,14.0,0,Match Report
175,tr Galatasaray,2023-10-24,2.7,,de Bayern Munich,Champions League,Group,,L 1-3,1,3,-2,52,0,1,1,0,2.7,1.9,+0.8,0.0,1.5,1.4,-1.7,-1.9,-1.5,0.10,19,0.00,0.00,3,15.8,17.4,0,Match Report
176,it Inter,2023-10-24,2.3,,at RB Salzburg,Champions League,Group,,W 2-1,2,1,+1,55,1,1,1,0,2.3,1.6,+1.9,+1.1,1.4,0.7,-0.3,-0.6,-0.4,0.10,16,0.06,0.50,2,12.5,16.2,0,Match Report
177,es Real Sociedad,2023-10-24,0.9,@,pt Benfica,Champions League,Group,,W 1-0,1,0,+1,62,1,0,0,0,0.9,0.9,+0.5,+0.5,0.9,1.3,+0.1,+0.1,+0.1,0.08,12,0.08,0.50,2,16.7,16.6,0,Match Report
178,es Sevilla,2023-10-24,0.8,,eng Arsenal,Champions League,Group,,L 1-2,1,2,-1,57,1,0,0,0,0.8,0.8,-1.2,-1.2,0.7,0.8,+0.2,+0.2,+0.3,0.07,11,0.09,0.50,2,18.2,17.7,0,Match Report
179,dk FC Copenhagen,2023-10-24,1.9,@,eng Manchester Utd,Champions League,Group,,L 0-1,0,1,-1,50,0,0,1,1,1.9,1.3,+0.2,-0.4,1.2,0.7,-1.9,-1.3,-1.2,0.10,15,0.00,0.00,3,20.0,20.3,1,Match Report
180,it Napoli,2023-10-24,0.2,@,de Union Berlin,Champions League,Group,,W 1-0,1,0,+1,59,1,0,0,0,0.2,0.2,-0.2,-0.2,0.2,0.4,+0.8,+0.8,+0.8,0.04,6,0.17,1.00,1,16.7,19.6,0,Match Report
181,es Real Madrid,2023-10-24,0.9,@,pt Braga,Champions League,Group,,W 2-1,2,1,+1,52,2,0,0,0,0.9,0.9,-0.6,-0.6,0.5,0.7,+1.1,+1.1,+0.5,0.07,13,0.15,0.33,6,46.2,21.2,0,Match Report
182,eng Manchester Utd,2023-10-24,1.7,,dk FC Copenhagen,Champions League,Group,,W 1-0,1,0,+1,50,1,0,0,0,1.7,1.7,-0.2,+0.4,1.3,1.1,-0.7,-0.7,-0.3,0.12,15,0.07,0.20,5,33.3,15.0,0,Match Report
183,eng Arsenal,2023-10-24,1.9,@,es Sevilla,Champions League,Group,,W 2-1,2,1,+1,43,2,0,0,0,1.9,1.9,+1.2,+1.2,1.9,0.9,+0.1,+0.1,+0.1,0.14,14,0.14,0.50,4,28.6,16.4,0,Match Report
184,pt Braga,2023-10-24,1.5,,es Real Madrid,Champions League,Group,,L 1-2,1,2,-1,48,1,0,0,0,1.5,1.5,+0.6,+0.6,1.3,1.6,-0.5,-0.5,-0.3,0.10,16,0.06,0.33,3,18.8,15.1,0,Match Report
185,at RB Salzburg,2023-10-24,0.5,@,it Inter,Champions League,Group,,L 1-2,1,2,-1,45,1,0,0,0,0.5,0.5,-1.9,-1.1,0.4,0.6,+0.5,+0.5,+0.6,0.04,11,0.09,0.17,6,54.5,20.8,0,Match Report
186,de Bayern Munich,2023-10-24,1.9,@,tr Galatasaray,Champions League,Group,,W 3-1,3,1,+2,48,3,0,0,0,1.9,1.9,-0.8,0.0,1.6,1.1,+1.1,+1.1,+0.4,0.14,14,0.21,0.50,6,42.9,14.9,1,Match Report
187,pt Porto,2023-10-04,0.7,,es Barcelona,Champions League,Group,,L 0-1,0,1,-1,44,0,0,0,0,0.7,0.7,-0.6,-0.6,0.6,1.3,-0.7,-0.7,-0.6,0.05,13,0.00,0.00,5,38.5,21.2,0,Match Report
188,es Barcelona,2023-10-04,1.3,@,pt Porto,Champions League,Group,,W 1-0,1,0,+1,56,1,0,0,0,1.3,1.3,+0.6,+0.6,1.1,0.8,-0.3,-0.3,-0.1,0.09,14,0.07,0.25,4,28.6,20.3,0,Match Report
189,ch Young Boys,2023-10-04,2.6,@,rs Red Star,Champions League,Group,,D 2-2,2,2,0,50,1,1,1,0,2.6,1.8,0.0,-0.7,1.7,1.5,-0.6,-0.8,-0.7,0.11,17,0.06,0.20,5,29.4,19.0,0,Match Report
190,fr Paris S-G,2023-10-04,0.9,@,eng Newcastle Utd,Champions League,Group,,L 1-4,1,4,-3,73,1,0,0,0,0.9,0.9,0.0,0.0,0.9,1.0,+0.1,+0.1,+0.1,0.08,11,0.09,0.50,2,18.2,21.4,0,Match Report
191,eng Newcastle Utd,2023-10-04,0.9,,fr Paris S-G,Champions League,Group,,W 4-1,4,1,+3,27,4,0,0,0,0.9,0.9,0.0,0.0,0.6,1.2,+3.1,+3.1,+2.4,0.08,12,0.33,0.50,8,66.7,17.3,1,Match Report
192,it Milan,2023-10-04,1.6,@,de Dortmund,Champions League,Group,,D 0-0,0,0,0,43,0,0,0,0,1.6,1.6,+0.7,+0.7,1.4,1.3,-1.6,-1.6,-1.4,0.12,14,0.00,0.00,2,14.3,15.0,0,Match Report
193,it Lazio,2023-10-04,0.7,@,sct Celtic,Champions League,Group,,W 2-1,2,1,+1,45,2,0,0,0,0.7,0.7,-0.4,-0.4,0.7,0.7,+1.3,+1.3,+1.3,0.09,9,0.22,0.67,3,33.3,16.5,0,Match Report
194,de RB Leipzig,2023-10-04,0.5,,eng Manchester City,Champions League,Group,,L 1-3,1,3,-2,32,1,0,0,0,0.5,0.5,-1.7,-1.7,0.4,0.3,+0.5,+0.5,+0.6,0.16,3,0.33,1.00,1,33.3,25.2,0,Match Report
